ID,Opportunity,Link,Framework,Category,Specialist,Organisation Name,Buyer Domain,Location Of The Work,Published At,Open For,Expected Contract Length,Applications from SMEs,Applications from Large Organisations,Total Organisations,Status,Winning supplier,Size of supplier,Contract amount,Contract start date
6515,Full Stack Software Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6515,digital-outcomes-and-specialists-2,digital-specialists,developer,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-12,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",11.0,2.0,13.0,awarded,Spring Technology,medium,67500.0,2018-04-02
6513,CRDA00011a-Prj- 1422 Empowering the Person Portfolio - Head of Delivery,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6513,digital-outcomes-and-specialists-2,digital-specialists,portfolioManager,NHS Digital,nhs.net,London,2018-03-12,1 week,6 Months (with option to extend for 3 months),16.0,3.0,19.0,awarded,Difrent,small,123500.0,2018-05-08
6510,Delivery Unit Lead,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6510,digital-outcomes-and-specialists-2,digital-specialists,deliveryManager,Ministry of Justice (MoJ) Digital & Technology (D&T),digital.justice.gov.uk,London,2018-03-12,1 week,Initial 6 months with option to extend up to 2 years.,30.0,1.0,31.0,cancelled,,,,
6516,Full Stack Software Developer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6516,digital-outcomes-and-specialists-2,digital-specialists,developer,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-12,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",8.0,3.0,11.0,awarded,Hays Project Solutions,large,64125.0,2018-04-09
6527,Business Analyst for DfT Accident Investigation Branches (AIB’s) New Case Management System,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6527,digital-outcomes-and-specialists-2,digital-specialists,businessAnalyst,Department for Transport,dft.gsi.gov.uk,South East England,2018-03-14,1 week,2 months with the possibility of limited extension.,12.0,3.0,15.0,awarded,Medley Business Solutions Ltd,small,40000.0,2018-04-23
6528,"Implementation, design and delivery of a CMS Platform with 2 initial websites",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6528,digital-outcomes-and-specialists-2,digital-outcomes,,Ards and North Down Borough Council,ardsandnorthdown.gov.uk,Northern Ireland,2018-04-17,2 weeks,2 years,8.0,,8.0,awarded,BT48,micro,39280.0,2018-06-14
6536,Business Intelligence DevOps Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6536,digital-outcomes-and-specialists-2,digital-specialists,webOperations,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-14,1 week,12months with optional further period upto 12months dependent on business need. Total upto 24months,6.0,3.0,9.0,closed,,,,
6534,Digital Services at the Border Programme – Big Data Capability,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6534,digital-outcomes-and-specialists-2,digital-outcomes,,Home Office - Borders IT,homeoffice.gsi.gov.uk,London,2018-03-14,2 weeks,12 months + 6 month extension option,4.0,4.0,8.0,closed,,,,
6539,Build and Delivery of an Online Trailer Registration Service,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6539,digital-outcomes-and-specialists-2,digital-outcomes,,"DVLA (DfT), Swansea, South Wales",dvla.gsi.gov.uk,Wales,2018-03-15,2 weeks,1 year (+ 1year),13.0,7.0,20.0,closed,,,,
6540,Bristol Operations Centre - Phase 2- SMART City Design and Delivery,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6540,digital-outcomes-and-specialists-2,digital-outcomes,,Bristol City Council,bristol.gov.uk,South West England,2018-03-22,2 weeks,Expected February 28th 2019 Completion (8-9 months),6.0,1.0,7.0,awarded,Deloitte LLP,large,1000000.0,2018-06-19
6542,IUS Fixed Voice Programme Manager for Migration Activity - DIST/402,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6542,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,Ministry of Defence ISS,mod.gov.uk,South West England,2018-03-16,1 week,11 months with an option to extend for the further 11 months subject to finance.,10.0,1.0,11.0,awarded,SA Group Ltd,small,133530.0,2018-05-15
6544,"New website development to draw together our estate, and provide ongoing support.",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6544,digital-outcomes-and-specialists-2,digital-outcomes,,West Yorkshire Combined Authority,westyorks-ca.gov.uk,Yorkshire and the Humber,2018-04-05,2 weeks,,7.0,,7.0,closed,,,,
6545,IUS Fixed Voice Delivery Manager for Migration Activity - DIST/403,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6545,digital-outcomes-and-specialists-2,digital-specialists,deliveryManager,Ministry of Defence ISS,mod.gov.uk,South West England,2018-03-16,1 week,11 months with an option to extend for the further 11 months subject to finance.,5.0,2.0,7.0,unsuccessful,,,,
6553,UK SBS IT18065 BEIS Market Surveillance and Product Safety Database (Alpha and Beta),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6553,digital-outcomes-and-specialists-2,digital-outcomes,,"The Office for Product Safety and Standards (The Office), part of BEIS",uksbs.co.uk,London,2018-03-20,2 weeks,We anticipate alpha will last 14 weeks and beta six months.,8.0,7.0,15.0,awarded,Softwire Technology Limited,medium,1294000.0,2018-05-22
6554,Microsoft Dynamics 365 Developer (CRM),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6554,digital-outcomes-and-specialists-2,digital-specialists,developer,Scottish Enterprise,scotent.co.uk,Scotland,2018-03-20,1 week,"This will be a 6 month contract with the option to extend for 2, 3 month periods",8.0,2.0,10.0,awarded,Parity Consultancy Services Ltd,medium,67500.0,2018-03-26
6567,"Develop a digital service to enable users to submit, view and comment on a Planning Application",https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6567,digital-outcomes-and-specialists-2,digital-outcomes,,Hackney Council,hackney.gov.uk,London,2018-03-22,2 weeks,2 years,16.0,4.0,20.0,awarded,We Are Snook Ltd,small,192400.0,2018-05-23
6585,Dev Ops Engineer - B,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6585,digital-outcomes-and-specialists-2,digital-specialists,webOperations,Home Office - Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-22,1 week,Up to two years (24 months),12.0,,12.0,closed,,,,
6584,Dev Ops Engineer - A,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6584,digital-outcomes-and-specialists-2,digital-specialists,webOperations,Home Office - Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-22,1 week,Up to two years (24 months),11.0,2.0,13.0,closed,,,,
6579,Careers Wales website - Software Test Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6579,digital-outcomes-and-specialists-2,digital-specialists,developer,Careers Wales,careerswales.com,Wales,2018-03-28,2 weeks,1 Year (3 days per week),6.0,,6.0,cancelled,,,,
6578,Careers Wales website - Senior DevOps Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6578,digital-outcomes-and-specialists-2,digital-specialists,developer,Careers Wales,careerswales.com,Wales,2018-03-28,2 weeks,1 Year (5 days per week),7.0,,7.0,cancelled,,,,
6582,Dev Ops Engineer,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6582,digital-outcomes-and-specialists-2,digital-specialists,webOperations,Home Office - Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-22,1 week,Up to two years (24 months),15.0,1.0,16.0,closed,,,,
6575,NHS D - Head of Urgent Emergency Care Data,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6575,digital-outcomes-and-specialists-2,digital-specialists,programmeManager,NHS Digital,nhs.net,London,2018-03-23,2 weeks,7 months,6.0,3.0,9.0,closed,,,,
6592,Service Transition Manager-3 - NLEDP 100,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6592,digital-outcomes-and-specialists-2,digital-specialists,serviceManager,The Home Office - National Law Enforcement Data Programme (NLEDP),homeoffice.gsi.gov.uk,London,2018-03-23,2 weeks,up to 24 months,21.0,4.0,25.0,awarded,BAE Systems Applied Intelligence Limited,large,232271.0,2018-05-08
6591,WP1566: GCF Exit Support Project copy,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6591,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,"Government Digital Service, part of Cabinet Office",digital.cabinet-office.gov.uk,London,2018-03-23,2 weeks,12 months,2.0,,2.0,awarded,M4 Managed Services International Limited,small,161460.0,2018-04-30
6589,National Careers Service Digital Development,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6589,digital-outcomes-and-specialists-2,digital-outcomes,,Education and Skills Funding Agency,education.gov.uk,West Midlands,2018-04-05,2 weeks,"The discovery will be 2 months, but further phases may extend another 12 months",18.0,4.0,22.0,closed,,,,
6598,Business Intelligence Power BI Developer- A,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6598,digital-outcomes-and-specialists-2,digital-specialists,developer,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-26,1 week,12months with optional further period upto 12months dependent on business need. Total upto 24months,15.0,1.0,16.0,closed,,,,
6599,Business Intelligence Power BI Developer- B,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6599,digital-outcomes-and-specialists-2,digital-specialists,developer,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-26,1 week,12months with optional further period upto 12months dependent on business need. Total upto 24months,14.0,1.0,15.0,closed,,,,
6600,Business Intelligence Power BI Developer- C,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6600,digital-outcomes-and-specialists-2,digital-specialists,developer,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-03-26,1 week,12months with optional further period upto 12months dependent on business need. Total upto 24months,13.0,1.0,14.0,closed,,,,
6605,Power BI Developer Lead,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6605,digital-outcomes-and-specialists-2,digital-specialists,developer,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-04-03,1 week,Upto 24months.SoW 12months with optional further period of upto 12months depending on business need,7.0,1.0,8.0,closed,,,,
6602,CCT606 - Housekeeper Service Manager,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6602,digital-outcomes-and-specialists-2,digital-specialists,serviceManager,Ministry of Defence,mod.gov.uk,South West England,2018-04-04,1 week,200 days over 11 months. Option to extend for 2 months pending financial approval,18.0,1.0,19.0,closed,,,,
6603,Business Intelligence Technical Lead,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6603,digital-outcomes-and-specialists-2,digital-specialists,designer,Her Majesty’s Passport Office,hmpo.gsi.gov.uk,London,2018-04-03,1 week,Upto 24months.SoW 12months with optional further period of upto 12months depending on business need.,8.0,2.0,10.0,closed,,,,
6609,Develop prototype tools to support a local approach to children’s safeguarding,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6609,digital-outcomes-and-specialists-2,digital-outcomes,,Hackney Council,hackney.gov.uk,London,2018-03-29,2 weeks,6 months,6.0,,6.0,awarded,FUTUREGOV. LTD,small,38100.0,2018-05-29
6610,Scrum Master,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6610,digital-outcomes-and-specialists-2,digital-specialists,agileCoach,"Home Office Digital, Data and Technology, DSAB Programme",homeoffice.gsi.gov.uk,London,2018-04-03,1 week,To 30/6/2019 with the option to extend for 6 months,30.0,3.0,33.0,closed,,,,
6620,GITIS CRM Beta Phase,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6620,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Education,education.gov.uk,North West England,2018-04-06,2 weeks,Public Beta by 1 October 18. Ongoing support until the service goes Live.,3.0,4.0,7.0,cancelled,,,,
6621,HM Land Registry Digital Street - Research and Development,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6621,digital-outcomes-and-specialists-2,digital-outcomes,,HM Land Registry,landregistry.gov.uk,South West England,2018-05-01,2 weeks,Term to 29th March 2019 - option to extend to 2 year contract term - subject to approvals,11.0,10.0,21.0,closed,,,,
6617,Highways England Pavement Management System (HAPMS) Maintenance and Support Contract,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6617,digital-outcomes-and-specialists-2,digital-outcomes,,Highways England Company Limited,highwaysengland.co.uk,Offsite,2018-04-04,2 weeks,Up to 2 years,,,,awarded,,,,
6623,Primary Care Managed Data Programme,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6623,digital-outcomes-and-specialists-2,digital-outcomes,,NEL CSU,nelcsu.nhs.uk,Offsite,2018-04-06,2 weeks,6 months with interim review at end July 2018,1.0,,1.0,closed,,,,
6624,HMCTS Crime Programme Development Practice Lead,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6624,digital-outcomes-and-specialists-2,digital-specialists,developer,HM Courts & Tribunal Service,justice.gov.uk,London,2018-04-06,2 weeks,24 months,4.0,1.0,5.0,cancelled,,,,
6626,Infrastructure Engineer SFIA L4,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6626,digital-outcomes-and-specialists-2,digital-specialists,technicalArchitect,Gloucestershire Constabulary,gloucestershire.pnn.police.uk,South West England,2018-04-06,1 week,6 Months,6.0,1.0,7.0,cancelled,,,,
6627,Security Assurance Manager (CCT613),https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6627,digital-outcomes-and-specialists-2,digital-specialists,securityConsultant,Ministry of Defence,mod.gov.uk,South West England,2018-04-06,1 week,150 days,4.0,1.0,5.0,closed,,,,
6633,Discovery Phase – National Chargepoint Registry (NCR) 2.0,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6633,digital-outcomes-and-specialists-2,digital-outcomes,,Department for Transport – Office for Low Emission Vehicles (OLEV),dft.gsi.gov.uk,London,2018-04-06,2 weeks,up to 6 weeks,16.0,8.0,24.0,awarded,Unboxed Consulting Ltd,small,53500.0,2018-06-19
6639,Health and Justice – SARC Project,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6639,digital-outcomes-and-specialists-2,digital-outcomes,,NEL CSU,nelcsu.nhs.uk,London,2018-04-07,2 weeks,3 months,1.0,,1.0,closed,,,,
6638,Health and Justice Temporary Estate,https://www.digitalmarketplace.service.gov.uk/digital-outcomes-and-specialists/opportunities/6638,digital-outcomes-and-specialists-2,digital-outcomes,,NEL CSU,nelcsu.nhs.uk,London,2018-04-07,2 weeks,3 months,1.0,,1.0,closed,,,,
